ID,EDUCATION,MARITAL_STATUS,AGE,TOTAL_CHILDREN,INCOME,TOTAL_SPENDING,COUNTRY,DATE_ENROLLED,RECENCY,AMOUNT_WINES,AMOUNT_FRUITS,AMOUNT_MEAT,AMOUNT_FISH,AMOUNT_SWEET,AMOUNT_GOLD,DISC_PURCHASE,WEB_PURCHASE,CATALOG_PURCHASE,STORE_PURCHASE,WEBVISIT,CMP1,CMP2,CMP3,CMP4,CMP5,RESPONSE,COMPLAIN
8341,Doctorate Degree,Married,55,1,30396.0,34,Spain,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,0,0,1,0,0,1,0
10766,Doctorate Degree,Married,60,1,65526.0,506,Spain,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0
9971,Doctorate Degree,Married,60,1,65526.0,506,South Africa,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,0
1740,Bachelor's Degree,Married,80,0,55956.0,999,Spain,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,0,0
8737,Bachelor's Degree,Divorced,46,1,55563.0,43,Spain,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0
6466,Doctorate Degree,Married,59,2,57236.0,121,Spain,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,0
10430,Bachelor's Degree,Divorced,51,2,89694.0,1472,Australia,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,1,0,0,1,1,0,0
8773,Master's Degree,Together,53,1,57420.0,322,United States,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0,1,0,0,0
2371,Bachelor's Degree,Married,52,2,33622.0,81,Germany,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0
7786,Doctorate Degree,Single,38,1,29999.0,160,Spain,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0
4088,Doctorate Degree,Together,62,1,31497.0,155,Spain,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
4971,Doctorate Degree,Together,62,1,31497.0,155,South Africa,2012-12-06,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0
10560,Doctorate Degree,Single,44,1,36802.0,20,Spain,2014-06-16,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0
6892,Bachelor's Degree,Divorced,56,1,61671.0,732,Spain,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,1,0,0,1,0,0,0
11004,Master's Degree,Single,131,1,60182.0,22,South Africa,2014-05-17,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0
1818,Doctorate Degree,Together,53,1,29732.0,38,Canada,2014-03-25,23,25,0,8,0,1,4,1,2,0,2,9,0,0,0,0,0,0,0
9485,Doctorate Degree,Married,38,0,45921.0,199,South Africa,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0
6646,Bachelor's Degree,Together,40,1,16529.0,22,Canada,2014-03-01,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0
4248,Master's Degree,Single,64,0,98777.0,2008,Spain,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0
7451,Master's Degree,Single,64,0,98777.0,2008,Spain,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0
7861,Master's Degree,Married,72,1,77027.0,1175,Spain,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0
5232,Bachelor's Degree,Married,59,1,69139.0,227,Spain,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
3011,Bachelor's Degree,Married,59,1,69139.0,227,South Africa,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0
5758,Bachelor's Degree,Married,42,0,65169.0,1189,Spain,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,1,0
2173,Bachelor's Degree,Widowed,72,1,40049.0,32,Spain,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0
10711,Bachelor's Degree,Married,79,0,69755.0,894,South Africa,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0
2782,Doctorate Degree,Married,63,1,54456.0,404,Spain,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0
9432,Bachelor's Degree,Together,47,1,666666.0,62,South Africa,2013-06-02,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,0
5872,Bachelor's Degree,Single,73,1,60689.0,639,United States,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0
11187,Basic Education,Single,46,1,26487.0,69,Canada,2013-05-20,23,2,8,10,12,14,23,3,2,1,3,5,0,0,0,0,0,0,0
2428,Bachelor's Degree,Married,54,1,28164.0,78,Germany,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0
1726,Bachelor's Degree,Single,54,0,22585.0,81,Spain,2013-03-18,23,3,9,15,13,2,39,1,1,1,2,9,0,0,1,0,0,1,0
1802,Bachelor's Degree,Married,53,1,64795.0,680,Spain,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0
1162,Doctorate Degree,Single,37,0,42000.0,653,Spain,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0
10643,Doctorate Degree,Single,37,0,42000.0,653,Australia,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,1,0
11112,Bachelor's Degree,Together,58,1,70713.0,1477,Spain,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,0
2114,Doctorate Degree,Single,78,0,82800.0,1315,United States,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,1,0
4261,Doctorate Degree,Single,78,0,82800.0,1315,South Africa,2012-11-24,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,1,0
2457,Basic Education,Married,49,1,30801.0,45,Spain,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0
2495,Master's Degree,Married,50,1,83891.0,816,Spain,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0
6983,Master's Degree,Divorced,74,2,38054.0,45,India,2014-05-01,24,23,2,17,2,1,0,2,2,0,3,7,0,0,0,0,0,0,0
3436,Bachelor's Degree,Married,55,1,14045.0,20,Spain,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0
7505,Doctorate Degree,Married,67,2,44155.0,46,Spain,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0
4286,Doctorate Degree,Single,54,1,57642.0,679,India,2014-01-09,24,580,6,58,8,0,27,3,7,6,6,4,0,0,1,0,0,0,0
7224,Bachelor's Degree,Married,47,2,31353.0,31,India,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0
6215,Bachelor's Degree,Married,47,2,31353.0,31,South Africa,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,1,0
968,Master's Degree,Divorced,56,1,41335.0,187,Australia,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
4096,Master's Degree,Divorced,56,1,41335.0,187,United States,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0
3153,Doctorate Degree,Single,67,3,40737.0,17,South Africa,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
6504,Master's Degree,Together,49,1,19789.0,78,Spain,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,0,0,1,0,0,0,0
5329,Doctorate Degree,Divorced,75,2,35946.0,11,Australia,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0
1175,Master's Degree,Married,41,0,36262.0,426,Spain,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,0,0,1,0,0,1,0
1377,Master's Degree,Widowed,70,1,44551.0,285,South Africa,2013-08-31,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0
4607,Bachelor's Degree,Together,65,0,71367.0,777,Spain,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
4944,Bachelor's Degree,Together,65,0,71367.0,777,Spain,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0
9483,Bachelor's Degree,Together,65,1,57957.0,637,Canada,2013-08-19,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,0,1
1378,Master's Degree,Together,52,1,50334.0,694,South Africa,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0
5991,Master's Degree,Married,75,1,48150.0,266,Germany,2013-06-08,24,173,2,39,3,2,47,3,5,1,4,7,0,0,0,0,0,0,0
2807,Bachelor's Degree,Married,55,1,56796.0,1001,Spain,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
1052,Bachelor's Degree,Married,55,1,56796.0,1001,Australia,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0
9760,Doctorate Degree,Widowed,61,1,52278.0,1198,South Africa,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,1,0
7101,Doctorate Degree,Widowed,61,1,52278.0,1198,Spain,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0
9909,Master's Degree,Married,28,0,7500.0,122,Australia,2012-11-09,24,3,18,14,15,22,50,3,3,1,3,9,0,0,0,0,0,1,0
5907,Master's Degree,Married,72,2,33444.0,18,Spain,2012-11-03,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0
793,Bachelor's Degree,Married,51,1,20895.0,45,Australia,2012-10-06,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0
8832,Master's Degree,Together,48,1,37509.0,123,Germany,2012-09-12,24,37,5,56,12,8,5,2,3,0,4,7,0,0,0,0,0,0,0
2535,Master's Degree,Married,46,1,88097.0,844,Spain,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,1,0
1523,Bachelor's Degree,Married,51,2,59041.0,96,South Africa,2014-05-07,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0
1839,Bachelor's Degree,Single,50,0,43322.0,141,India,2014-04-21,25,56,7,48,10,2,18,1,3,0,4,7,0,0,0,0,0,0,0
9972,Doctorate Degree,Together,69,2,46015.0,46,South Africa,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0
2945,Doctorate Degree,Together,69,2,46015.0,46,Canada,2014-04-13,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0
9291,Master's Degree,Married,65,1,34242.0,15,Spain,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0
2829,Bachelor's Degree,Married,69,1,65210.0,731,Canada,2014-03-10,25,626,0,70,0,7,28,2,9,3,8,6,1,0,0,1,0,0,0
8594,Doctorate Degree,Widowed,66,1,50520.0,135,Spain,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0
1592,Bachelor's Degree,Married,54,0,90765.0,1724,Canada,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,1,0,0,0,1,0,0
4310,Bachelor's Degree,Married,80,0,80589.0,1428,Australia,2014-01-22,25,507,93,520,242,40,26,1,5,10,5,1,1,0,0,0,0,1,0
6950,Master's Degree,Married,66,2,49572.0,54,Canada,2013-12-15,25,35,1,16,0,1,1,2,2,0,3,7,0,0,0,0,0,0,0
8492,Bachelor's Degree,Together,46,0,75437.0,1493,Spain,2013-11-09,25,795,0,545,95,58,0,1,8,4,10,6,1,0,0,0,0,0,0
5684,Master's Degree,Divorced,53,2,44635.0,68,Spain,2013-10-11,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0
5909,Bachelor's Degree,Married,60,1,58512.0,1171,Germany,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0
9855,Doctorate Degree,Single,72,1,62000.0,1020,Spain,2013-08-25,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0
975,Bachelor's Degree,Single,68,2,54252.0,264,Australia,2013-05-28,25,178,4,26,8,4,44,5,4,1,5,6,0,0,0,0,0,0,0
8754,Doctorate Degree,Together,50,1,45068.0,20,Spain,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0
1456,Bachelor's Degree,Single,45,1,60474.0,1180,India,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
2849,Bachelor's Degree,Single,45,1,60474.0,1180,Canada,2013-04-01,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0
9984,Master's Degree,Married,43,2,56337.0,724,Spain,2013-03-27,25,349,16,144,28,5,182,5,8,5,4,8,1,0,1,0,0,1,0
5527,Bachelor's Degree,Together,37,1,22434.0,58,Spain,2013-02-13,25,4,12,11,3,13,15,2,2,0,3,8,0,0,0,0,0,0,0
5628,Bachelor's Degree,Together,42,0,61416.0,1665,United States,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,0,0,1,0,0,0,0
7627,Master's Degree,Married,49,0,92163.0,2086,Spain,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,1,0
1351,Master's Degree,Together,68,1,58656.0,1220,Spain,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,1,0,0
10395,Basic Education,Single,38,1,8940.0,101,Spain,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0
6961,Bachelor's Degree,Married,50,2,26751.0,11,Spain,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0
10196,Bachelor's Degree,Married,46,2,71427.0,614,United States,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0
6182,Bachelor's Degree,Together,40,1,26646.0,53,United States,2014-02-10,26,11,4,20,10,3,5,2,2,0,4,6,0,0,0,0,0,0,0
10432,Bachelor's Degree,Divorced,50,1,19346.0,22,Canada,2014-01-30,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0
1542,Bachelor's Degree,Single,49,3,56243.0,396,United States,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0
4220,Doctorate Degree,Married,54,1,59892.0,87,Canada,2013-11-02,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0
4141,Bachelor's Degree,Together,59,0,71613.0,776,United States,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0
1940,Bachelor's Degree,Married,38,1,25252.0,18,Australia,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0
1506,Bachelor's Degree,Single,49,2,42160.0,140,Spain,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,0
6347,Basic Education,Single,45,1,15862.0,36,Spain,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0
1361,Master's Degree,Married,50,0,82584.0,1435,Spain,2013-06-04,26,1076,68,103,29,91,68,1,3,4,8,1,0,0,0,1,1,1,0
9422,Bachelor's Degree,Married,35,1,38360.0,131,Australia,2013-05-31,26,36,2,42,20,21,10,2,2,1,4,3,0,0,0,0,0,0,0
1081,Doctorate Degree,Married,67,3,75283.0,1019,South Africa,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,0
7458,Master's Degree,Together,68,2,34941.0,97,Australia,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0
1012,Bachelor's Degree,Single,72,1,61823.0,884,Australia,2013-02-18,26,523,7,134,37,14,169,4,8,2,10,7,0,0,0,0,0,0,0
5453,Master's Degree,Married,68,0,90226.0,2352,South Africa,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,1,0,0,0,0,0,0
6818,Bachelor's Degree,Married,50,1,44989.0,369,Spain,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
7807,Bachelor's Degree,Married,50,1,44989.0,369,Spain,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0
7532,Bachelor's Degree,Married,44,1,43586.0,132,Germany,2012-08-30,26,99,2,11,4,0,16,3,3,0,4,8,0,0,0,0,0,0,0
8346,Bachelor's Degree,Single,50,1,32233.0,296,Spain,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,0,0,1,0,0,1,0
5564,Bachelor's Degree,Together,55,1,62882.0,1338,Australia,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0
3267,Master's Degree,Together,61,1,57288.0,608,Canada,2014-06-25,27,527,0,21,0,0,60,3,8,1,8,6,0,0,0,1,0,0,0
3091,Master's Degree,Together,43,1,75774.0,823,South Africa,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
762,Master's Degree,Together,43,1,75774.0,823,Spain,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0
8029,Master's Degree,Single,36,0,90247.0,1621,United States,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,1,0
4376,Master's Degree,Single,64,0,32218.0,93,Spain,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,1,0
10981,Bachelor's Degree,Married,36,0,84219.0,1198,South Africa,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
486,Bachelor's Degree,Married,36,0,84219.0,1198,Canada,2014-02-02,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0
1158,Bachelor's Degree,Divorced,58,1,48877.0,144,Spain,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,0,0,0,0,0,0
9119,Bachelor's Degree,Together,74,1,60905.0,392,United States,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0
6694,Bachelor's Degree,Married,60,1,75236.0,1068,Spain,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0
10573,Bachelor's Degree,Divorced,71,0,62551.0,421,India,2013-11-18,27,125,16,98,134,21,27,1,6,7,4,3,0,0,1,0,0,0,0
10140,Doctorate Degree,Together,41,0,70123.0,1727,India,2013-09-28,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,1,0,0,0
2286,Bachelor's Degree,Single,62,2,50785.0,114,Canada,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,0
8420,Master's Degree,Married,54,0,15315.0,64,Spain,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
10065,Master's Degree,Married,54,0,15315.0,64,Spain,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0
1029,Doctorate Degree,Together,54,1,64413.0,279,Spain,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0
4207,Doctorate Degree,Married,43,0,87171.0,1298,Spain,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,1,0,1,0,0
10277,Bachelor's Degree,Single,63,1,30081.0,42,Spain,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0
4436,Bachelor's Degree,Single,48,0,20180.0,137,Spain,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0
2929,Bachelor's Degree,Single,48,0,20180.0,137,Spain,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0
6281,Bachelor's Degree,Divorced,58,1,55686.0,982,Spain,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,0,0,1,0,0,0,0
10390,Master's Degree,Married,65,1,26887.0,30,Spain,2013-02-10,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0
2574,Doctorate Degree,Married,47,1,61996.0,1230,Spain,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,1,0
709,Bachelor's Degree,Divorced,72,1,51537.0,1103,South Africa,2012-12-09,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0
5955,Bachelor's Degree,Together,62,0,72025.0,1932,Spain,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,0
8486,Master's Degree,Together,53,1,30538.0,367,Spain,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0
10343,Master's Degree,Single,33,0,61618.0,1345,India,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0
6652,Bachelor's Degree,Married,59,0,77343.0,1134,Canada,2014-06-09,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0
8746,Bachelor's Degree,Married,35,1,75433.0,1188,Spain,2014-04-05,28,800,0,297,0,34,57,2,2,5,10,6,1,0,0,1,0,0,0
4686,Doctorate Degree,Widowed,62,0,82571.0,1686,Spain,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0
3551,Master's Degree,Together,70,1,60033.0,198,Spain,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0
4338,Bachelor's Degree,Single,41,1,39062.0,44,Spain,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,0,0,1,0,0,0,0
4444,Bachelor's Degree,Married,52,1,30023.0,61,Spain,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,0
498,Bachelor's Degree,Single,54,1,30015.0,57,Spain,2014-02-02,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0
8230,Bachelor's Degree,Married,44,1,33228.0,71,Spain,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0
2826,Bachelor's Degree,Married,57,3,22574.0,37,Spain,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
6222,Bachelor's Degree,Married,57,3,22574.0,37,Spain,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0
7352,Bachelor's Degree,Married,67,1,55267.0,405,Canada,2013-10-21,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0
10928,Bachelor's Degree,Together,66,1,66886.0,599,Spain,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0
10736,Bachelor's Degree,Single,53,1,72258.0,1525,Canada,2013-09-12,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0
10163,Doctorate Degree,Single,40,0,82733.0,1323,Spain,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,1,0
6168,Bachelor's Degree,Divorced,61,2,45146.0,53,India,2013-07-15,28,33,0,5,0,0,15,2,1,1,2,4,0,0,0,0,0,0,0
4656,Master's Degree,Single,34,1,51250.0,710,South Africa,2013-03-30,28,342,32,230,34,32,40,5,10,5,4,9,0,0,1,0,0,0,0
626,Bachelor's Degree,Married,73,2,32871.0,43,United States,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0
3870,Master's Degree,Together,46,0,63855.0,1006,Germany,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0
6299,Doctorate Degree,Divorced,56,1,42564.0,813,Canada,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,0,0,1,0,0,1,0
7798,Master's Degree,Together,52,1,46344.0,429,Canada,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0
9973,Bachelor's Degree,Married,61,2,50437.0,490,Spain,2012-10-17,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0
4299,Bachelor's Degree,Together,64,1,70971.0,1825,Spain,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,1,0
10971,Bachelor's Degree,Single,47,2,37774.0,473,Spain,2012-09-03,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1
9931,Doctorate Degree,Married,61,2,4023.0,9,Spain,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0
6679,Bachelor's Degree,Single,58,0,33279.0,16,Spain,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0
5961,Bachelor's Degree,Married,46,1,42693.0,57,Spain,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0
6255,Master's Degree,Together,72,1,70545.0,334,Australia,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0
8614,Bachelor's Degree,Widowed,67,1,65486.0,507,Australia,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,0
7828,Master's Degree,Together,43,0,77882.0,818,South Africa,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0
1277,Bachelor's Degree,Together,64,0,78468.0,1004,United States,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,0
3595,Bachelor's Degree,Together,61,1,77226.0,1138,Spain,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,0
5735,Master's Degree,Single,33,0,90638.0,2525,Spain,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0
5350,Master's Degree,Single,33,0,90638.0,2525,South Africa,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,1,0
4137,Bachelor's Degree,Together,76,0,70666.0,1076,Australia,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,0
6357,Master's Degree,Divorced,65,1,59052.0,491,South Africa,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0
9316,Basic Education,Together,72,0,13084.0,29,United States,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0
3578,Bachelor's Degree,Divorced,75,1,49160.0,236,Spain,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0
153,Bachelor's Degree,Divorced,71,0,23272.0,46,Spain,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0
10524,Master's Degree,Divorced,61,1,49476.0,795,Canada,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0
1518,Master's Degree,Married,59,2,62694.0,749,Spain,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0
2036,Doctorate Degree,Together,51,1,57906.0,401,India,2013-06-11,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0
9495,Bachelor's Degree,Together,42,0,71853.0,1149,Spain,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
2631,Bachelor's Degree,Together,42,0,71853.0,1149,Spain,2013-05-08,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0
